EMX1, 3950, 15.309144
SSX2IP, 12797, 15.281874
MADD, 7547, 15.266820
CABP1, 1706, 15.266646
PGBD5, 9699, 15.249806
BBC3, 1185, 15.211396
PKDCC, 9868, 15.200344
NPPA, 8916, 15.195564
C2CD5, 1586, 15.174227
LINC00507, 6946, 15.172402
A1BG-AS1, 2, 15.156899
RFPL1S, 11030, 15.155402
NNMT, 8841, 15.153623
CSRNP2, 2959, 15.151513
CHRM3, 2441, 15.142765
PPP1R37, 10236, 15.123873
C9orf129, 1672, 15.102242
TSHZ3, 14092, 15.099592
KCNF1, 6358, 15.093452
SBNO1, 11604, 15.092176
LMO4, 7094, 15.071862
FLJ33534, 4623, 15.047958
DGCR5, 3336, 15.039085
ABR, 89, 15.016096
KCNH3, 6363, 15.014768
PPP3CB, 10265, 15.010046
TIAM2, 13416, 15.000347
GRIN1, 5310, 14.986979
SNAP25, 12429, 14.976698
SNTB2, 12490, 14.929255
R3HDM2, 10687, 14.926465
LOC100126784, 7105, 14.896072
HS3ST2, 5812, 14.889350
LY86-AS1, 7500, 14.879868
RAPGEF2, 10830, 14.873886
SYBU, 13009, 14.868639
VPS41, 14627, 14.866831
UBE2K, 14311, 14.856608
SOWAHB, 12554, 14.830919
PPP6R2, 10279, 14.809106
FAM160A2, 4258, 14.808990
CAMTA2, 1786, 14.779417
RAB15, 10700, 14.760791
FAM19A2, 4304, 14.758468
C3orf80, 1618, 14.756989
UBL7, 14342, 14.756079
MLIP, 8025, 14.742499
APBA2, 667, 14.735021
PFN2, 9686, 14.730993
PKIG, 9871, 14.724536
SYTL2, 13066, 14.722434
RSPO2, 11463, 14.709951
CADM3, 1743, 14.708912
CASC15, 1834, 14.708639
LOC644189, 7291, 14.705145
SRGAP3, 12729, 14.697594
PLEKHG5, 9948, 14.695930
FAM217B, 4329, 14.694875
CSPG4P1Y, 2955, 14.676713
ACD, 118, 14.673552
KLF10, 6562, 14.670006
THEMIS, 13390, 14.656678
KCNS1, 6409, 14.655426
HTT, 5885, 14.646452
PPP1R14C, 10221, 14.633682
NUDT4, 9060, 14.631384
FAM131A, 4236, 14.623166
SV2B, 12998, 14.601983
OR52K2, 9215, 14.590400
BCL11A, 1217, 14.590087
KIF3B, 6537, 14.581775
ZNF398, 15258, 14.580372
KIAA1549L, 6502, 14.576346
SLBP, 12019, 14.555206
AGBL4, 332, 14.553002
LRRC20, 7390, 14.548707
FAM81A, 4380, 14.525267
PKD2L1, 9866, 14.518905
ST3GAL1, 12804, 14.508299
RASL11B, 10869, 14.507564
SLC30A3, 12165, 14.505401
MFSD4A, 7911, 14.494697
GALNT17, 4864, 14.492963
SPRED2, 12678, 14.488772
OXCT1, 9291, 14.485651
ZNF148, 15120, 14.482699
HERC1, 5556, 14.480050
RHEBL1, 11089, 14.479596
TC2N, 13227, 14.473209
CENPT, 2284, 14.471918
LINC00622, 6954, 14.467357
SHC3, 11942, 14.465084
BASP1-AS1, 1177, 14.457547
PRSS3, 10455, 14.456066
ENSA, 3981, 14.450705
FBXO34, 4485, 14.449511
C16orf45, 1478, 14.443463
SNRPB, 12479, 14.425195
CCDC177, 1946, 14.412816
PRKAR1B, 10347, 14.411005
AACS, 8, 14.408212
C1orf216, 1548, 14.364362
TICAM1, 13417, 14.358310
NEGR1, 8669, 14.357881
LRRC4, 7407, 14.357003
HTR1F, 5873, 14.337980
TMEM121, 13547, 14.336931
SCAMP5, 11617, 14.327864
HK1, 5677, 14.313011
ZNF48, 15306, 14.306028
ATP6V0C, 1048, 14.301127
MATK, 7710, 14.300471
ARC, 726, 14.299120
ARHGEF25, 792, 14.290570
HCN1, 5498, 14.286317
PPM1K, 10203, 14.277995
CELSR3, 2268, 14.269775
FBXO27, 4478, 14.269179
PAK5, 9357, 14.256186
FMN1, 4645, 14.233019
KLHDC2, 6579, 14.220532
SH3GL1, 11922, 14.220300
LRRC75A, 7429, 14.215172
THYN1, 13412, 14.204500
PLXNA2, 10000, 14.201099
CAMKK1, 1777, 14.194086
UBE2QL1, 14324, 14.191606
SPRYD3, 12689, 14.183642
ENC1, 3955, 14.180602
MAPK10, 7652, 14.179563
COL24A1, 2708, 14.176293
PRSS1, 10449, 14.162101
SATB1, 11591, 14.160304
SLC26A10, 12135, 14.151955
CDKL1, 2219, 14.145551
TNFAIP8L1, 13774, 14.140213
FBXO41, 4490, 14.132215
EPOP, 4030, 14.131039
SCAI, 11611, 14.129051
EPC2, 4004, 14.128043
LOC105376360, 7216, 14.101609
NPM3, 8914, 14.100669
KCNH1, 6361, 14.098850
DNAJC5G, 3514, 14.087123
RTL10, 11478, 14.084264
B4GALNT1, 1135, 14.072814
RNF187, 11215, 14.047408
CALM3, 1759, 14.042795
KCNJ6, 6382, 14.042296
TYRO3, 14263, 14.039123
CORO1A, 2780, 14.036874
NMNAT2, 8832, 14.035525
GPR162, 5234, 14.034732
NEURL3, 8703, 14.034548
TYRP1, 14265, 14.031942
SNPH, 12468, 14.031831
KIF5A, 6540, 14.027742
ABCC12, 45, 14.020915
TASP1, 13157, 14.012184
PDXP, 9620, 14.009520
NDUFA10, 8601, 14.001179
SERP2, 11810, 13.988908
ZNF346, 15234, 13.958911
LRRK1, 7440, 13.958624
CREG2, 2875, 13.957723
METAP1, 7858, 13.952435
GGA3, 4977, 13.949410
LRRC14, 7386, 13.946599
MXD4, 8364, 13.945619
RAB26, 10708, 13.931344
ULBP2, 14401, 13.917094
TCF4, 13254, 13.913439
ACTR1B, 178, 13.911706
SOSTDC1, 12552, 13.910472
MRNIP, 8147, 13.907170
TUBGCP6, 14222, 13.907147
NRG3, 8968, 13.896981
SETBP1, 11837, 13.877547
TAF6, 13108, 13.876276
HPS6, 5797, 13.871392
KCNT2, 6413, 13.862183
NEUROD1, 8705, 13.861708
EHBP1L1, 3810, 13.834236
KLHDC3, 6580, 13.832200
FBXW7, 4506, 13.813964
SLC8A2, 12291, 13.805535
CEP68, 2314, 13.795657
NSD2, 8988, 13.795457
ARHGEF12, 785, 13.794431
LRRTM4, 7448, 13.792424
TMEM198, 13624, 13.792346
CASQ1, 1854, 13.784579
HSPB3, 5860, 13.780635
CEP170B, 2301, 13.780159
KRT17, 6668, 13.779424
LINC01011, 6989, 13.779141
EMC9, 3930, 13.772607
LZTFL1, 7529, 13.766191
DHX33, 3380, 13.765553
CAMK1, 1767, 13.764746
CARMIL2, 1824, 13.740278
PSMD11, 10505, 13.738163
FOSL2, 4678, 13.736859
SYCE1, 13010, 13.731076
WSB2, 14800, 13.727992
FAM13A, 4247, 13.726631
TTC9B, 14171, 13.725608
TBR1, 13215, 13.724123
NDFIP2, 8588, 13.706335
NRSN2, 8982, 13.703653
ADCY1, 243, 13.702283
ZER1, 15011, 13.699033
MEGF8, 7839, 13.686753
RXFP1, 11517, 13.683091
PTPRT, 10612, 13.678272
RAB11FIP3, 10694, 13.676505
IGSF21, 6007, 13.662211
SEC24D, 11729, 13.653680
GRK3, 5321, 13.640878
USP7, 14518, 13.618326
IER5L, 5936, 13.615521
MCRS1, 7771, 13.609862
DGCR9, 3340, 13.590532
ARHGEF3, 796, 13.574461
NCS1, 8582, 13.567845
EXD3, 4129, 13.566749
RSPH3, 11460, 13.564295
MCHR1, 7752, 13.557373
COX7A1, 2806, 13.548672
NTRK2, 9030, 13.545051
DGKZ, 3349, 13.542438
RPTOR, 11420, 13.536232
TGFBRAP1, 13361, 13.527283
CUL3, 3032, 13.524248
ADCY2, 245, 13.523690
ANKRD24, 570, 13.521629
RUNDC3A, 11503, 13.520578
DCLK1, 3203, 13.517415
C1orf21, 1546, 13.510606
ARF5, 732, 13.507502
SHROOM2, 11962, 13.502216
SPATA7, 12617, 13.499799
ZNF184, 15134, 13.499144
TACC1, 13082, 13.487808
VIPR2, 14590, 13.473654
RFPL1, 11029, 13.473203
TWF2, 14235, 13.468438
CYP26A1, 3100, 13.453067
UBXN6, 14367, 13.445045
PDZRN3, 9627, 13.444846
MAPK11, 7653, 13.444375
KIAA1211L, 6493, 13.429128
RNF123, 11184, 13.428947
SGSM3, 11901, 13.428772
CADPS2, 1746, 13.427683
LHFPL4, 6882, 13.427090
PART1, 9417, 13.425773
SYP, 13046, 13.425542
ZBTB16, 14914, 13.423308
BRPF3, 1375, 13.410355
MLLT6, 8031, 13.406711
DGKA, 3341, 13.405128
KBTBD11, 6329, 13.401507
ST8SIA5, 12826, 13.398466
COA7, 2682, 13.392578
KLHL22, 6595, 13.391992
HIVEP1, 5674, 13.391450
ETS2, 4112, 13.386717
EPB41L4B, 4001, 13.377079
EPHX4, 4024, 13.373038
C11orf68, 1441, 13.362913
GNB1L, 5108, 13.358779
IQSEC1, 6164, 13.350585
ATP1A1, 1006, 13.347047
BID, 1284, 13.344836
GRIN2A, 5311, 13.342752
NOS2, 8874, 13.338969
VIP, 14587, 13.338493
RASIP1, 10865, 13.333619
CELSR2, 2267, 13.322466
ZNF777, 15526, 13.315166
GFRA2, 4971, 13.311658
MEIS3, 7846, 13.306146
FAM92A, 4398, 13.299780
KCNS2, 6410, 13.295864
GPM6A, 5206, 13.294997
ZADH2, 14897, 13.291969
KIAA1522, 6500, 13.278523
CTSB, 3008, 13.274490
ATCAY, 957, 13.268029
ZMIZ2, 15083, 13.267887
RNF24, 11232, 13.259846
ZNF541, 15347, 13.258244
LOC728554, 7307, 13.258175
SLC26A4, 12138, 13.252341
MED15, 7807, 13.249328
NPAS1, 8889, 13.243047
SH3GL2, 11923, 13.239843
CACNG3, 1732, 13.239158
SETD6, 11844, 13.237231
SELENOH, 11746, 13.235394
ATXN7L3B, 1092, 13.233727
TMEM183A, 13612, 13.228652
CDH22, 2177, 13.224160
SEH1L, 11741, 13.223565
CCK, 2008, 13.221698
NDUFA4, 8607, 13.221480
TMEM233, 13650, 13.214159
LTK, 7484, 13.208155
SRRM4, 12751, 13.205210
SMAP2, 12345, 13.202463
SPATS2L, 12620, 13.193464
GLMN, 5056, 13.178617
ATG101, 970, 13.171370
CBX7, 1889, 13.164716
EML6, 3945, 13.164029
TOMM40L, 13837, 13.160865
CDK20, 2204, 13.153608
GCC2, 4920, 13.151684
TNFSF12, 13790, 13.145500
SLITRK1, 12320, 13.120537
FMN2, 4646, 13.111078
NCK2, 8564, 13.109199
MYPOP, 8441, 13.108391
TPRXL, 13904, 13.096382
ZFYVE21, 15053, 13.092174
DOC2A, 3546, 13.091105
CHD5, 2397, 13.090495
STXBP5L, 12941, 13.088119
FBXL20, 4461, 13.087328
CIDEC, 2483, 13.080917
PIK3R1, 9819, 13.073081
PDCD2L, 9547, 13.069555
NBEA, 8534, 13.067260
PPME1, 10207, 13.062608
CHRM2, 2440, 13.053453
MON1A, 8077, 13.051512
ZGPAT, 15059, 13.050186
VPS33B, 14619, 13.048197
CNRIP1, 2659, 13.031263
ARMC7, 845, 13.024328
ELAVL4, 3883, 13.023089
PRRT1, 10443, 13.017477
PLEKHM2, 9956, 13.016246
H1FX, 5431, 13.014717
FLRT2, 4634, 13.011158
ZFAT, 15020, 13.005787
PUS1, 10631, 12.993309
SEC16A, 11718, 12.992989
VSNL1, 14647, 12.980911
NRGN, 8970, 12.980494
VAPA, 14550, 12.979009
KLHL8, 6612, 12.955499
TOLLIP, 13828, 12.955391
TESPA1, 13318, 12.954545
ATRNL1, 1080, 12.944011
SCN8A, 11658, 12.939562
YPEL5, 14878, 12.938213
LRRC73, 7428, 12.936227
RABL2A, 10763, 12.933545
DLX1, 3445, 12.913557
SCG3, 11635, 12.912093
KIAA0895L, 6484, 12.908077
TTLL12, 14180, 12.902179
SLC26A4-AS1, 12139, 12.901220
KCNJ4, 6380, 12.887453
SEMA5B, 11772, 12.885724
PURB, 10629, 12.883971
UBN1, 14345, 12.877202
ZNF786, 15535, 12.874881
ABHD8, 80, 12.872548
PLEKHO1, 9959, 12.872398
DIDO1, 3397, 12.868874
BAIAP2L2, 1167, 12.865181
KAT14, 6314, 12.863479
KCNK1, 6385, 12.861620
TMEM266, 13676, 12.860290
AP3B2, 652, 12.858968
SIRT5, 11998, 12.848543
CNN1, 2633, 12.843537
ID2, 5917, 12.842529
OR14I1, 9188, 12.841502
WIPI2, 14777, 12.837079
MADCAM1, 7546, 12.832637
RNF145, 11197, 12.828805
PDS5B, 9614, 12.827201
CRAMP1, 2855, 12.824056
CHAF1B, 2381, 12.821687
TMEM132B, 13559, 12.820963
LINC02361, 7055, 12.817154
SBNO2, 11605, 12.815171
FBXO40, 4489, 12.806597
TMEM241, 13657, 12.803445
C7orf50, 1655, 12.800230
MSL3, 8252, 12.799933
TSPAN5, 14112, 12.797436
DCTN3, 3218, 12.791074
ITPR1, 6243, 12.783468
PPP1R3F, 10241, 12.782015
PTGES2, 10557, 12.780688
SMYD2, 12421, 12.776097
GPD1L, 5196, 12.768728
LYRM4, 7519, 12.767888
KIFC2, 6547, 12.763164
FAXC, 4439, 12.762292
DSN1, 3631, 12.760762
LY6D, 7494, 12.754128
UNC5D, 14422, 12.748657
NUMB, 9070, 12.745359
POLG, 10082, 12.741574
STEAP1, 12862, 12.735603
MKKS, 8008, 12.732423
PRKAG2-AS1, 10345, 12.730344
ZNF697, 15467, 12.723147
MPND, 8111, 12.720697
KCNB1, 6347, 12.720488
PUM2, 10626, 12.716197
ZDHHC23, 14999, 12.715291
LAMB3, 6765, 12.708593
RTN4R, 11489, 12.708112
CDC42EP3, 2153, 12.704786
ADGRB3, 263, 12.702226
CHRM1, 2439, 12.700120
LDB2, 6835, 12.699508
ZMYND19, 15095, 12.699455
RTL6, 11481, 12.698670
CIDECP, 2484, 12.694611
NEURL4, 8704, 12.692407
CSMD1, 2942, 12.687764
TBC1D1, 13165, 12.685916
NREP, 8964, 12.683048
ZNF776, 15525, 12.679648
BAP1, 1173, 12.654305
CDH10, 2168, 12.649200
BTBD10, 1389, 12.637175
NEURL1, 8700, 12.636155
NIPAL2, 8771, 12.635577
ISLR, 6195, 12.634153
LOC202181, 7234, 12.631228
PNMA3, 10038, 12.630521
BDH1, 1244, 12.621828
TMEM160, 13584, 12.616224
CYP26B1, 3101, 12.611321
N4BP2L1, 8454, 12.610231
VTA1, 14654, 12.610081
SPTBN4, 12700, 12.609012
ZFYVE28, 15056, 12.608632
CACNG8, 1736, 12.605385
ZNF335, 15226, 12.604662
KCNJ3, 6379, 12.603825
PARD6A, 9393, 12.600439
PCID2, 9507, 12.597717
DLGAP2, 3437, 12.597693
C17orf51, 1490, 12.595696
SLCO2A1, 12306, 12.592451
STXBP5, 12940, 12.586227
OVOL2, 9289, 12.585973
SAT2, 11590, 12.580286
STMN1, 12891, 12.576085
RORB, 11272, 12.553565
HRK, 5808, 12.550689
RNF208, 11221, 12.543430
SLC4A7, 12252, 12.538022
KAT8, 6321, 12.537204
PRPF19, 10399, 12.534556
POP7, 10136, 12.533528
SNAP47, 12431, 12.529946
UBE2I, 14308, 12.520772
TEX29, 13327, 12.515913
CCDC24, 1954, 12.515821
CCDC9, 1996, 12.499632
RALGPS1, 10802, 12.486148
PRKCE, 10353, 12.486124
IFFO1, 5937, 12.480045
LINC00599, 6952, 12.479844
BICDL1, 1280, 12.474791
PRDM2, 10306, 12.472119
CA11, 1688, 12.470558
TMEM250, 13665, 12.465445
POLR2H, 10102, 12.454309
MYOM2, 8437, 12.449941
GOLGA7B, 5151, 12.448002
ENO2, 3967, 12.444724
RAB6B, 10744, 12.441547
TSPAN7, 14114, 12.435652
COL12A1, 2699, 12.433834
NEUROD2, 8706, 12.433728
PSPC1, 10529, 12.429373
RFPL3, 11032, 12.426095
LRFN3, 7361, 12.425863
AMPH, 509, 12.421707
PRKCZ, 10360, 12.419378
YPEL3, 14876, 12.417014
DCP2, 3211, 12.407301
TUB, 14195, 12.404755
PSMA6, 10484, 12.404560
GSK3B, 5347, 12.398499
KIF17, 6519, 12.397905
URGCP, 14456, 12.397668
ABRACL, 90, 12.395451
SRPK1, 12740, 12.393977
CLOCK, 2576, 12.387239
NAP1L2, 8504, 12.380812
ALAS1, 423, 12.380203
STAC2, 12828, 12.378387
STX3, 12931, 12.374821
MAP1A, 7609, 12.374318
ARHGEF9, 803, 12.371631
KCNV1, 6414, 12.370048
GLCCI1, 5040, 12.369826
SH3BP5L, 11919, 12.363460
KCNQ2, 6406, 12.363291
HSD11B1L, 5823, 12.360718
OLA1, 9149, 12.359818
PARP6, 9412, 12.349281
B4GALT5, 1141, 12.347218
C1orf115, 1535, 12.343475
FAP, 4419, 12.341619
CDK10, 2193, 12.340539
NRIP1, 8971, 12.335594
SERTM1, 11831, 12.327694
KNSTRN, 6644, 12.318867
ELL2, 3893, 12.315123
SYNGR1, 13033, 12.311274
BEAN1, 1250, 12.307578
RANGAP1, 10818, 12.301370
SMC1A, 12359, 12.301120
CAB39L, 1701, 12.298813
ECM1, 3737, 12.291378
FAM19A1, 4303, 12.290284
KLHL42, 6609, 12.289243
SBF1, 11599, 12.289176
ATG9A, 985, 12.288204
NKX6-3, 8805, 12.280601
ERICH3, 4068, 12.278784
PKD1, 9863, 12.276423
CDC7, 2161, 12.271398
DLGAP1, 3435, 12.266087
EIPR1, 3876, 12.262709
SLC35A1, 12175, 12.262189
RAB24, 10707, 12.261850
RASA2, 10848, 12.257325
AGAP3, 328, 12.253476
MAPK14, 7656, 12.252437
AMER3, 494, 12.249388
HTR5A, 5879, 12.244421
HDAC10, 5507, 12.238699
SAE1, 11551, 12.237499
KIAA1217, 6494, 12.234020
NDST2, 8598, 12.219379
LY6E, 7495, 12.215086
NTN4, 9025, 12.209663
SLC25A44, 12122, 12.204167
C12orf43, 1454, 12.202708
ATP4A, 1022, 12.202311
SHROOM3, 11963, 12.198089
FCRLB, 4520, 12.198069
HRH1, 5804, 12.197715
FXYD7, 4788, 12.197430
RPUSD3, 11423, 12.196533
GCNT4, 4931, 12.195069
MAPK8IP2, 7665, 12.191419
GPR150, 5226, 12.190664
RTF1, 11475, 12.180697
LINC02217, 7053, 12.180331
CCSER1, 2058, 12.174091
GSE1, 5344, 12.171344
RPL15, 11305, 12.169163
FBXW9, 4507, 12.163567
OR2L3, 9200, 12.156870
PDP1, 9607, 12.154744
NARF, 8516, 12.145977
ATXN7L3, 1091, 12.145592
FGF12, 4550, 12.135403
CERS6, 2333, 12.134290
RNF165, 11205, 12.133899
RAD23A, 10775, 12.131044
MAP3K13, 7627, 12.130213
LRRC38, 7404, 12.127845
FBLN7, 4448, 12.126184
FAM173A, 4277, 12.120189
ZYG11B, 15630, 12.118833
DCAF11, 3180, 12.110292
PDK2, 9599, 12.109690
KCNH7, 6367, 12.109670
PNMA5, 10039, 12.109249
TTBK1, 14135, 12.107773
ADGRB2, 262, 12.106993
SLC35F1, 12191, 12.105996
KIAA1107, 6487, 12.105741
IGHMBP2, 6000, 12.105058
PLD3, 9925, 12.100366
SPRY2, 12686, 12.091671
WIPF2, 14774, 12.090874
HLF, 5705, 12.087723
COL26A1, 2710, 12.085795
ALDOA, 443, 12.082932
HOOK2, 5770, 12.081463
DBT, 3175, 12.081272
VPS26B, 14615, 12.079744
TTC5, 14166, 12.078047
SNCA, 12439, 12.075184
BICDL2, 1281, 12.072763
DCBLD1, 3195, 12.069436
NECTIN3, 8661, 12.069174
PANK4, 9372, 12.068693
CEMIP, 2269, 12.063546
ADAP1, 231, 12.059996
CELF4, 2264, 12.059230
MBLAC1, 7728, 12.059025
GALNTL5, 4872, 12.058964
NISCH, 8779, 12.057351
GSK3A, 5346, 12.053232
ORC4, 9240, 12.048112
TMEM59L, 13706, 12.047955
SHANK1, 11934, 12.047203
STMN3, 12893, 12.042031
FLOT1, 4631, 12.033633
SH2D3C, 11908, 12.028780
PPP1R12A, 10214, 12.025730
TLN2, 13477, 12.024957
TBC1D25, 13182, 12.022911
TBC1D22B, 13179, 12.022300
INPP4A, 6102, 12.021776
BEGAIN, 1252, 12.020943
ADAM11, 202, 12.017947
TNFAIP1, 13770, 12.017068
DCAF6, 3190, 12.016576
ADGRL1, 269, 12.015996
POLR3A, 10108, 12.011744
GSDMB, 5342, 12.009405
CEP72, 2316, 12.008567
HECW2, 5544, 12.008424
BTRC, 1416, 12.006503
SPG7, 12640, 11.999293
ADTRP, 305, 11.993547
ERFE, 4056, 11.993471
PITPNM2, 9856, 11.991521
RUSC2, 11509, 11.990319
RNF44, 11242, 11.986390
BCL7A, 1230, 11.985799
BCAS3, 1206, 11.982647
UBE2Q2L, 14322, 11.976513
LRRC2, 7389, 11.975764
LYPD8, 7513, 11.974012
FAM162B, 4264, 11.973757
MLST8, 8034, 11.972363
ZBTB45, 14935, 11.971470
ULK3, 14404, 11.969738
PRSS2, 10451, 11.965055
APBB1, 669, 11.964335
FIGNL2, 4589, 11.960696
H2AFZ, 5437, 11.959664
MAPK12, 7654, 11.958956
DDX51, 3274, 11.950438
MRTO4, 8235, 11.949669
CYS1, 3124, 11.948494
LINC01963, 7043, 11.944575
DAPK3, 3158, 11.939067
GLT1D1, 5070, 11.939024
SLC39A10, 12215, 11.935857
EBNA1BP2, 3724, 11.932314
COL19A1, 2703, 11.928850
CACNG6, 1734, 11.927671
CDKN2AIPNL, 2229, 11.925245
SPRN, 12680, 11.923444
DEPDC5, 3319, 11.915026
SHOC2, 11956, 11.912280
KHK, 6467, 11.907743
SLC45A4, 12240, 11.907591
ZNF500, 15319, 11.905625
MIR7-3HG, 7996, 11.903401
MTCL1, 8286, 11.900786
RNF219, 11229, 11.888997
BMS1P20, 1321, 11.887220
FAM98C, 4406, 11.883236
MAST4, 7706, 11.869748
GAS2L1, 4893, 11.867636
PPFIA4, 10171, 11.865960
BIN3, 1286, 11.864835
ASAP1-IT2, 895, 11.862152
EGFL7, 3800, 11.857287
DYRK2, 3700, 11.852936
P4HTM, 9321, 11.852850
YY1, 14892, 11.847696
HECTD4, 5542, 11.842525
MYBBP1A, 8372, 11.836072
CRELD1, 2876, 11.835769
CAMKK2, 1778, 11.825056
PRDM8, 10310, 11.824508
HS6ST1, 5816, 11.822514
NRN1, 8976, 11.822505
SLC36A1, 12200, 11.815860
DUSP2, 3664, 11.812644
RALBP1, 10797, 11.811426
FBRSL1, 4452, 11.809779
PER2, 9649, 11.803968
SPATA2, 12606, 11.800898
DDRGK1, 3246, 11.792277
MTMR9, 8320, 11.791395
C5orf42, 1631, 11.784187
PINK1, 9832, 11.782810
NELL1, 8685, 11.782692
DUSP3, 3669, 11.780754
OR2L8, 9201, 11.773991
RTN4RL1, 11490, 11.769823
LINC01750, 7037, 11.766796
CSGALNACT1, 2937, 11.766177
SLC29A1, 12148, 11.766025
PRRC2A, 10437, 11.765354
CCDC3, 1958, 11.761914
MIR22HG, 7990, 11.757461
ZNF821, 15553, 11.756220
SUGP1, 12954, 11.748341
CDC37, 2145, 11.747544
MRPL45, 8189, 11.746010
MARCH6, 7686, 11.745158
LOC101928087, 7184, 11.740962
ASB6, 907, 11.739516
FLJ20021, 4619, 11.738541
NOV, 8883, 11.734780
BEX2, 1264, 11.733467
RNF41, 11240, 11.733020
FUT9, 4779, 11.729452
ADCY6, 249, 11.723079
C1orf159, 1540, 11.717381
TAF1D, 13100, 11.713666
ARF3, 730, 11.701919
RMND5B, 11160, 11.701013
CA4, 1693, 11.698145
MCM6, 7761, 11.693752
RIC8A, 11112, 11.691018
E4F1, 3713, 11.689615
MLF2, 8022, 11.687133
FLRT3, 4635, 11.683017
MLXIPL, 8037, 11.680166
MAP1S, 7614, 11.679814
ZNF736, 15501, 11.677725
WDR60, 14733, 11.675030
TMEM178B, 13606, 11.673941
FAM212B, 4322, 11.667619
PLEKHA1, 9930, 11.663171
CACNB1, 1726, 11.661830
RAD51C, 10780, 11.660126
GLS2, 5069, 11.659840
SLC39A4, 12221, 11.658828
MDGA2, 7781, 11.658622
GS1-124K5.11, 5339, 11.656981
BEX5, 1267, 11.653412
