   1.0000000000000000e+00	   5.2834286714702083e-01	   7.8179622020348916e-01	   7.2854136947681380e-01	   6.1328774486854543e-01	   7.4888634785190478e-01	   6.9436509116095024e-01	   6.6778836386315055e-01	   5.3946763735644299e-01	  -2.2712089045342124e-01	   7.7109653793714528e-01	   6.8632820695190300e-01	   8.5507055913689767e-01	   7.1876682259004032e-01	   5.6744406466707042e-01	   7.1017897638642513e-01	  -5.8237134644907762e-01	  -8.2275264912154134e-01	  -2.0108393087228793e-01	  -7.6795692081529221e-01	
   5.2834286714702083e-01	   1.0000000000000000e+00	   6.4246221666015224e-01	   2.0292637988738610e-01	   1.0655532667019890e-01	   5.5628274244335729e-01	   4.0247108023039668e-01	  -1.3337498340178255e-01	  -2.0381863559895219e-01	   3.9548489301371897e-01	   4.8524876771328546e-01	  -5.4623106486920946e-02	   3.5448007726949504e-01	   2.5348659070834406e-01	  -2.1157347032390034e-01	  -3.9207983738320032e-02	  -9.8724403801378069e-01	  -6.5415225907843400e-01	  -9.1817071075054191e-01	  -5.8714792007712036e-01	
   7.8179622020348916e-01	   6.4246221666015224e-01	   1.0000000000000000e+00	   8.3472941340962448e-01	   7.7522764190146509e-01	   9.3237152247286104e-01	   8.9754723730529418e-01	   6.2067225073098820e-01	   5.8055626240875857e-01	  -6.2079448119211435e-02	   9.1555055174876543e-01	   6.8813561289411596e-01	   9.2060966987613391e-01	   8.7856472532237140e-01	   5.7740239975407448e-01	   6.5975679337066429e-01	  -7.2233757303407520e-01	  -9.4841867493032228e-01	  -3.4374804705576756e-01	  -8.7687382361200461e-01	
   7.2854136947681380e-01	   2.0292637988738610e-01	   8.3472941340962448e-01	   1.0000000000000000e+00	   9.8157589419444524e-01	   8.2585044423293641e-01	   9.4761258956197436e-01	   8.9028331002664185e-01	   8.9657365301247549e-01	  -2.4875458286129892e-01	   9.1908245542058187e-01	   8.9469207908356752e-01	   9.5045601700781379e-01	   9.8915704984234032e-01	   8.6720939367531480e-01	   9.1513385504992795e-01	  -2.8498921866082394e-01	  -7.9365649320016907e-01	   1.6999637046280774e-01	  -7.0748711195362213e-01	
   6.1328774486854543e-01	   1.0655532667019890e-01	   7.7522764190146509e-01	   9.8157589419444524e-01	   1.0000000000000000e+00	   8.1536337207128984e-01	   9.4877534594826263e-01	   8.5818735828124715e-01	   9.2863926396683538e-01	  -1.5816430388305189e-01	   9.0630213511564994e-01	   8.5248259368600332e-01	   8.9705075993143479e-01	   9.8026057215564610e-01	   8.4816623433291094e-01	   8.6540154499810584e-01	  -1.9884129592344590e-01	  -6.8682306138629190e-01	   2.6195958202580782e-01	  -5.8083827023850365e-01	
   7.4888634785190478e-01	   5.5628274244335729e-01	   9.3237152247286104e-01	   8.2585044423293641e-01	   8.1536337207128984e-01	   1.0000000000000000e+00	   9.3565985432929999e-01	   5.8662736781849500e-01	   6.5922833075098808e-01	   1.5890295953197914e-01	   9.6741319639521683e-01	   6.2497075089643828e-01	   8.8887169075641626e-01	   8.8790015603466177e-01	   5.3034807436016995e-01	   5.9104033444107129e-01	  -6.6235766624873182e-01	  -7.8811594477872371e-01	  -2.1658352325930369e-01	  -6.5654013206357631e-01	
   6.9436509116095024e-01	   4.0247108023039668e-01	   8.9754723730529418e-01	   9.4761258956197436e-01	   9.4877534594826263e-01	   9.3565985432929999e-01	   1.0000000000000000e+00	   7.1320833387441884e-01	   7.8657145365148728e-01	   4.9034804998135714e-02	   9.8773269554190946e-01	   7.2976465253201350e-01	   9.1233432889268395e-01	   9.7067320079830721e-01	   6.8008616399051514e-01	   7.4126494301296741e-01	  -4.8894189178515823e-01	  -7.9377461329320020e-01	  -3.9080133522865414e-02	  -6.6217085772441897e-01	
   6.6778836386315055e-01	  -1.3337498340178255e-01	   6.2067225073098820e-01	   8.9028331002664185e-01	   8.5818735828124715e-01	   5.8662736781849500e-01	   7.1320833387441884e-01	   1.0000000000000000e+00	   9.3378874493426400e-01	  -6.0712116527872784e-01	   6.7981533696558205e-01	   9.9108509729570626e-01	   8.6592520729688727e-01	   8.5609738806686719e-01	   9.9054365068138983e-01	   9.8591962815062528e-01	   4.5175336880300870e-02	  -6.3000071838637306e-01	   4.6465490461729353e-01	  -6.1900496711906672e-01	
   5.3946763735644299e-01	  -2.0381863559895219e-01	   5.8055626240875857e-01	   8.9657365301247549e-01	   9.2863926396683538e-01	   6.5922833075098808e-01	   7.8657145365148728e-01	   9.3378874493426400e-01	   1.0000000000000000e+00	  -3.4542379128439488e-01	   7.4293236117337125e-01	   9.0584810266550353e-01	   8.1863269072823885e-01	   8.8612253628449933e-01	   9.3187868580682065e-01	   8.9392275054673698e-01	   9.3770729952576931e-02	  -4.8792206597383947e-01	   5.5666536648431264e-01	  -4.1519992266722361e-01	
  -2.2712089045342124e-01	   3.9548489301371897e-01	  -6.2079448119211435e-02	  -2.4875458286129892e-01	  -1.5816430388305189e-01	   1.5890295953197914e-01	   4.9034804998135714e-02	  -6.0712116527872784e-01	  -3.4542379128439488e-01	   1.0000000000000000e+00	   9.2061780909981322e-02	  -6.2130476800886925e-01	  -2.8866175379114983e-01	  -1.7804691593247873e-01	  -6.4064458905184796e-01	  -5.9745833267310344e-01	  -3.8638362868218290e-01	   2.5119530285778402e-01	  -4.2770561263945572e-01	   4.1932406676630052e-01	
